food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_grams,Fat_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Sodium_per_100g,Water_per_100g,Calories_100g_494
chocolate coffee beans,155,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,0.7,0.049,0.007,0.016,0.063,0.011,0.052,0.1,0.002,0.0,0.0,0.1,0.04,47.8,0.1,0.6,18.1,0.2,53.2,116.9,0.056,0.6,77.127,43.806000000000004,21.45824772862165,35.61156006026571,32.872209286399126,4.793863854266538,3.6524676984887914,0.013696753869332967,1.5979546180888462,354.7459252157238
nougat with almonds,56,0.2,0.2,0.0,0.0,12.9,11.7,0.5,0.5,0.0,0.061,0.3,0.0,0.058,0.044,0.0,0.045,0.083,0.044,0.001,0.096,0.0,0.4,0.0,4.5,0.051,0.082,4.5,0.043,7.7,14.7,0.062,0.051,18.658,26.160999999999998,0.7644967700011469,49.310041665073975,44.723061045067084,1.911241925002867,1.911241925002867,0.23317151485034976,1.1467451550017203,211.7656052903177
carob,135,7.8,7.3,0.1,0.028,14.1,8.5,2.0,1.0,0.3,0.015,0.4,0.0,0.0,0.02,0.087,0.086,0.027,0.3,0.2,0.007,0.1,0.0,0.4,0.051,75.8,0.011,0.3,9.0,0.059,31.5,158.3,0.087,25.013,33.815,23.06668638178323,41.69747153630046,25.136773621174036,5.914534969688009,2.9572674848440044,0.044359012272660064,1.1829069939376018,398.048203460003
peanut butter fudge,62,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,1.7,0.081,0.064,0.09,0.095,0.07,0.2,0.028,0.052,0.0,0.0,0.2,0.068,6.7,0.016,0.072,3.2,0.077,10.9,19.0,0.007,0.021,21.055,27.685000000000002,3.9732707242188914,44.78959725483113,42.26115224851002,2.1672385768466675,0.36120642947444465,0.30702546505327794,6.140509301065558,223.5867798446812
sugar coated almonds,17,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0.0,0.021,0.094,0.0,0.08,0.033,0.0,0.098,0.046,0.029,0.092,0.0,0.0,0.4,0.0,3.5,0.073,0.061,4.8,0.091,5.8,8.9,0.009,0.085,6.936,5.728000000000001,10.47486033519553,41.89944134078212,38.40782122905028,6.983240223463687,0.22695530726256982,0.36662011173184356,1.6410614525139662,289.804469273743
chocolate coated marshmallow,118,4.7,1.3,2.6,0.5,19.0,12.5,1.1,0.6,0.0,0.002,2.8,0.043,0.07,0.002,0.098,0.027,0.2,0.1,0.087,0.093,0.0,0.022,0.03,12.9,0.013,0.7,10.1,0.061,27.2,51.0,0.076,0.2,39.096,40.702000000000005,11.547344110854503,46.68075278856075,30.711021571421547,2.7025698982850965,1.4741290354282341,0.004913763451427447,6.879268831998426,301.4593877450739
raisins chocolate coated,390,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3.0,0.021,11.2,0.059,0.018,0.016,0.066,0.2,0.4,0.3,0.08,0.2,0.0,0.3,0.054,86.0,0.4,1.7,45.0,0.4,143.0,514.0,0.053,1.3,178.329,163.82099999999997,9.034250798127227,41.752888823777184,37.968270246183344,2.502731640021731,1.892309288796919,0.012818869375721064,6.8367303337179,258.3307390383407
chewing gum sugarless,5,0.013,0.09,0.081,0.038,1.9,0.0,0.0,0.078,0.0,0.001,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.378,2.0589999999999997,0.6313744536182614,92.27780475959204,0.0,0.0,3.7882467217095686,0.048567265662943185,3.2540067994171933,374.79358912093255
chewing gum,11,0.032,0.058,0.06,0.015,2.9,2.0,0.0,0.012,0.0,0.083,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.045,0.0,2.973,5.094,0.6281900274833138,56.9297212406753,39.2618767177071,0.0,0.23557126030624262,1.6293678837848449,1.315272870043188,233.37259521005103
chocolate syrup,109,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1.0,0.0,0.061,12.1,0.0,0.055,0.096,0.0,0.099,0.1,0.096,0.089,0.009,0.0,0.086,0.049,5.5,0.2,0.8,25.4,0.1,50.3,87.4,0.08,0.3,33.955,59.160999999999994,0.676121093287808,42.9336894237758,32.79187302445868,1.352242186575616,1.69030273321952,0.10310846672639071,20.452663071956188,183.22881628099594
chocolate fudge syrup,67,1.7,0.8,0.7,0.086,12.0,6.6,0.9,0.5,0.2,0.084,4.1,0.07,0.015,0.079,0.029,0.077,0.02,0.073,0.046,0.023,0.0,0.5,0.035,9.3,0.076,0.2,9.1,0.013,18.4,54.0,0.044,0.2,24.726,25.883999999999993,6.567763869571938,46.360686138154854,25.49837737598517,3.4770514603616145,1.9316952557564524,0.324524802967084,15.839901097202908,258.4608252202133
m ms milk chocolate mars,207,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,0.7,0.086,0.097,0.016,0.063,0.08,0.1,0.1,0.015,0.2,0.0,0.2,0.032,44.1,0.1,0.5,18.5,0.1,61.3,109.6,0.064,0.7,86.651,69.218,12.85792712878153,43.196856309052556,38.57378138634459,2.6004796440232307,1.7336530960154872,0.026004796440232306,1.0112976393423674,298.91068797133687
milk chocolate with almonds,216,14.1,7.3,4.9,1.2,21.9,18.0,3.7,2.5,7.8,0.051,0.6,0.049,0.02,0.06,0.093,0.2,0.3,0.2,0.047,0.084,0.0,1.3,0.016,91.8,0.2,0.7,36.9,0.3,108.2,182.0,0.067,0.5,134.811,60.851000000000006,23.17135297694368,35.98954824078486,29.580450608864272,6.080425958488767,4.108395917897815,0.08381127672511543,0.9860150202954757,376.8220735895877
chocolate fudge,70,1.8,1.1,0.5,0.055,13.0,12.4,0.4,0.3,2.4,0.032,1.7,0.067,0.028,0.062,0.061,0.029,0.054,0.011,0.044,0.0,0.0,0.075,0.068,8.3,0.059,0.3,6.1,0.044,12.1,22.8,0.01,0.2,24.119,29.632,6.07451403887689,43.871490280777536,41.84665226781858,1.349892008639309,1.0124190064794816,0.10799136069114472,5.737041036717063,235.5561555075594
milk chocolate with rice cereal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
m ms peanut chocolate mars,93,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,0.4,0.035,0.064,0.097,0.051,0.062,0.6,0.1,0.061,0.0,0.0,0.5,0.086,18.4,0.057,0.2,12.4,0.1,34.2,62.5,0.099,0.3,36.623,27.517,17.080350328887597,39.611876294654216,33.07046553039939,6.177999055129557,2.543881963876876,0.061779990551295565,1.4536468365010722,336.8826543591235
dark chocolate,165,9.7,5.7,2.9,0.3,18.0,13.8,1.5,2.2,2.1,0.013,0.3,0.074,0.0,0.052,0.0,0.077,0.004,0.2,0.084,0.064,0.0,0.0,0.2,0.087,17.1,0.3,2.4,45.6,0.4,64.2,170.4,0.033,31.848,45.513,21.31259200667941,39.54913980620922,30.3210071847604,3.2957616505174347,4.833783754092238,0.028563267637817767,0.659152330103487,363.1929338870213
chocolate semisweet,806,50.4,29.8,16.7,1.6,107.4,91.6,7.1,9.9,0.0,0.042,1.2,0.0,0.023,0.094,0.0,0.2,0.7,0.2,0.036,0.0,0.0,0.4,0.066,53.8,1.2,5.3,193.2,1.3,221.8,613.2,0.055,2.7,233.9,267.64199999999994,18.8311251597283,40.128230995135304,34.22482271093476,2.6527973935331532,3.6989710135180585,0.015692604299773583,0.4483601228506737,340.6042399922285
after eight mints nestle,36,1.0,0.7,0.0,0.0,6.7,5.6,0.1,0.2,0.0,0.025,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,9.163,14.125,7.079646017699115,47.43362831858407,39.64601769911504,0.7079646017699116,1.4159292035398232,0.1769911504424779,3.5398230088495577,256.283185840708
milk chocolate,37,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,0.1,0.049,0.097,0.033,0.01,0.066,0.079,0.087,0.089,0.0,0.0,0.003,0.017,13.2,0.083,0.2,4.4,0.014,14.6,26.0,0.007,0.2,20.464,10.745,19.54397394136808,39.08794788273616,33.50395532805956,4.653327128897162,1.8613308515588647,0.4187994416007445,0.9306654257794323,350.860865518846
white chocolate,162,9.6,5.8,2.7,0.3,17.8,17.7,1.8,0.081,6.3,0.009,0.4,0.072,0.072,0.051,0.022,0.091,0.2,0.2,0.042,0.2,0.0,0.3,0.082,59.7,0.01,0.025,3.6,0.1,52.8,85.8,0.073,0.2,89.212,47.38999999999999,20.25743827811775,37.56066680734333,37.3496518252796,3.798269677147078,0.17092213547161852,0.01899134838573539,0.8440599282549063,347.75269044102134
chocolate,208,14.0,8.2,4.6,0.4,24.8,21.1,1.6,2.3,0.0,0.001,0.2,0.0,0.094,0.069,0.0,0.026,0.3,0.019,0.091,0.0,0.0,0.1,0.074,9.8,0.2,1.1,46.3,0.2,60.3,118.9,0.018,0.6,53.6,64.00099999999999,21.874658208465497,38.749394540710306,32.96823487133015,2.4999609381103425,3.5936938485336167,0.001562475586318964,0.3124951172637928,361.8693457914721
twix mars,146,7.2,5.5,0.9,0.2,18.8,14.0,1.4,0.3,2.0,0.064,1.2,0.081,0.062,0.048,0.007,0.036,0.073,0.3,0.03,0.099,0.2,0.0,0.2,0.085,30.7,0.042,0.2,7.8,0.071,30.5,53.9,0.065,27.86,42.964,16.758216180988736,43.7575644725817,32.58542035192254,3.258542035192254,0.6982590075411973,0.14896192160878877,2.793036030164789,338.8883716599944
kit kat nestle,62,3.3,2.2,0.6,0.097,7.6,6.5,0.7,0.2,1.1,0.022,0.1,0.0,0.0,0.094,0.047,0.0,0.071,0.035,0.065,0.0,0.2,0.0,0.0,0.0,16.6,0.059,0.1,0.2,0.0,13.4,35.3,0.0,11.843,18.421999999999997,17.91336445554229,41.255021170339816,35.28389968515906,3.799804581478667,1.085658451851048,0.11942242970361526,0.542829225925524,341.43958310715453
snickers mars,280,13.6,5.2,4.5,1.7,35.1,28.8,4.3,1.3,7.4,0.1,3.2,0.2,0.009,0.015,0.089,0.078,0.092,2.1,0.3,0.077,0.3,0.0,0.9,0.015,53.0,0.2,0.4,41.0,0.2,108.3,184.1,0.0,54.826,86.39999999999999,15.74074074074074,40.62500000000001,33.333333333333336,4.976851851851852,1.50462962962963,0.11574074074074076,3.703703703703704,324.0740740740741
milky way mars,264,10.0,7.0,1.3,0.2,41.3,34.6,2.3,0.6,5.2,0.021,3.7,0.1,0.065,0.085,0.079,0.011,0.081,0.0,0.09,0.068,0.4,0.072,0.5,0.038,66.7,0.047,0.3,11.6,0.095,38.9,71.9,0.073,54.438,92.521,10.808357021649138,44.638514499410945,37.39691529490602,2.485922114979302,0.6485014212989484,0.022697549745463192,3.999092098010182,285.77295965240324
clif bar,235,4.0,1.0,0.7,1.5,44.5,21.5,10.0,5.0,0.0,0.1,7.5,0.0,0.4,0.076,0.055,0.3,3.0,1.5,0.4,60.0,0.0,0.2,0.089,250.2,0.3,4.5,100.0,1.5,199.9,280.2,0.048,3.0,378.2,92.6,4.319654427645789,48.0561555075594,23.218142548596113,10.799136069114471,5.399568034557236,0.10799136069114472,8.099352051835854,274.2980561555076
gum drops,18,0.042,0.05,0.1,0.012,4.4,3.5,0.0,0.0,0.0,0.008,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,4.418,8.55,0.4912280701754386,51.461988304093566,40.93567251461988,0.0,0.0,0.0935672514619883,7.017543859649122,210.26900584795322
skittles wild berry mars,249,2.6,2.6,0.0,0.0,56.3,47.1,0.1,0.0,0.0,0.036,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.6,108.536,2.395518537628068,51.8721898724847,43.395739662416155,0.09213532837031031,0.0,0.03316871821331171,2.211247880887447,229.41696764207265
skittles original mars,251,2.7,2.6,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.025,2.4,0.0,0.0,0.0,0.0,0.033,0.037,0.016,0.097,41.4,0.0,0.1,0.036,0.0,0.087,0.0,0.6,0.073,0.6,7.4,0.044,0.03,100.5,108.525,2.48790601243953,51.87744759272057,43.307993549873295,0.09214466712739,0.0,0.0230361667818475,2.21147201105736,230.2695231513476
skittles tropical mars,251,2.7,0.0,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.095,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.7,108.595,2.486302315944565,51.844007550992224,43.280077351627604,0.0920852709609098,0.0,0.08748100741286431,2.210046503061835,230.12109213131362
fruit leather,52,0.4,0.025,0.2,0.05,12.0,6.9,0.029,0.0,0.0,0.0,1.4,0.0,0.051,0.081,0.0,0.05,0.03,0.078,0.016,16.8,0.0,0.02,0.003,4.5,0.06,0.1,2.8,0.083,4.3,41.2,0.034,0.014,33.811,20.729,1.9296637560905014,57.889912682715035,33.286699792561144,0.13990062231656136,0.0,0.0,6.753823146316754,249.4862270249409
taffy,60,0.5,0.3,0.1,0.045,13.7,10.3,0.087,0.0,1.4,0.028,0.7,0.096,0.026,0.011,0.0,0.0,0.046,0.018,0.013,0.0,0.0,0.0,0.062,0.034,1.2,0.0,0.016,0.0,0.0,0.2,0.5,0.054,14.358,25.314999999999998,1.9751135690302193,54.118111791428014,40.687339522022526,0.3436697610112581,0.0,0.11060635986569228,2.765158996642307,235.62314833102906
eisbonbons mac iver,23,0.0,0.0,5.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
caramels,39,0.8,0.3,0.2,0.4,7.8,6.6,0.5,0.0,0.7,0.015,0.9,0.021,0.005,0.061,0.03,0.04,0.094,0.092,0.088,0.024,0.0,0.002,0.014,13.9,0.06,0.049,1.7,0.006,11.5,21.6,0.087,0.057,23.208,16.615,4.814926271441469,46.94553114655432,39.72314173939211,3.009328919650918,0.0,0.09027986758952754,5.416792055371652,243.1537767077942
hard candy,24,0.067,0.0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,0.021,0.05,0.0,0.021,0.0,0.0,0.084,0.039,0.09,0.035,0.0,0.0,0.0,0.0,0.2,0.071,0.038,0.2,0.082,0.2,0.3,0.052,0.059,6.182,9.838000000000001,0.6810327302297214,59.97153893067696,38.62573693840211,0.0,0.0,0.21345801992274852,0.5082333807684488,246.01545029477532
jellybeans,4,0.043,0.0,0.0,0.0,1.0,0.8,0.0,0.083,0.0,0.076,0.051,0.0,0.04,0.0,0.0,0.017,0.099,0.098,0.09,0.0,0.0,0.0,0.0,0.08,0.038,0.029,0.055,0.013,0.027,0.4,0.052,0.032,1.216,2.053,2.0944958597174863,48.70920603994155,38.96736483195325,0.0,4.042864101315149,3.7018996590355577,2.484169508037019,213.68728689722357
jellies,56,0.069,0.033,0.059,0.071,14.7,10.8,0.005,0.2,0.0,0.016,6.3,0.0,0.055,0.098,0.0,0.1,0.039,0.045,0.046,0.2,0.0,0.0,0.063,1.5,0.012,0.084,1.3,0.096,1.3,11.3,0.1,0.041,16.779,32.089999999999996,0.2150202555313182,45.808663134933006,33.655344344032414,0.015581177937052043,0.6232471174820817,0.04985976939856654,19.632284200685575,185.2321595512621
wheat germ toasted,115,3.2,0.5,0.5,2.0,14.9,2.3,8.7,4.5,0.0,0.06,1.7,0.0,0.5,0.1,0.0,0.2,1.7,0.4,0.3,1.8,0.0,4.8,0.098,13.5,0.2,2.7,96.0,6.0,343.8,284.1,0.047,5.0,49.3,35.36000000000001,9.049773755656107,42.13800904977375,6.504524886877825,24.604072398190038,12.726244343891398,0.169683257918552,4.807692307692307,348.4162895927601
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0.0,0.086,1.0,0.0,0.034,0.046,0.0,0.084,0.7,0.0,0.051,0.0,0.0,0.043,0.0,9.0,0.067,0.4,28.2,0.0,90.6,76.2,0.034,0.5,42.6,37.18599999999999,2.958102511697952,73.95256279244879,7.798633894476417,6.185123433550261,6.185123433550261,0.2312698327327489,2.689184101543592,347.1736675092778
bran flakes asda,109,0.6,0.2,19.5,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,74.99999999999999,25.0,0.0,0.0,0.0,0.0,0.0,774.9999999999999
amaranth cooked,251,3.9,0.0,0.0,0.0,46.0,0.0,9.3,5.2,0.0,0.095,184.9,0.0,0.048,0.025,0.0,0.033,0.6,0.0,0.3,0.0,0.0,0.5,0.0,115.6,0.4,5.2,159.9,2.1,364.1,332.1,0.074,2.1,185.2,249.395,1.563784358146715,18.44463601916638,0.0,3.7290242386575514,2.0850458108622867,0.03809218308306101,74.139417390084,102.76870025461616
triticale,645,4.0,0.7,0.4,1.8,138.5,0.0,25.1,0.0,0.0,0.049,20.2,0.0,0.8,0.1,0.0,0.3,2.7,2.5,0.3,0.0,0.0,1.7,0.0,71.0,0.9,4.9,249.6,6.2,687.4,637.4,0.0,6.6,243.5,187.849,2.1293698662223384,73.72943161794846,0.0,13.361795910545174,0.0,0.026084780861223643,10.753317824422808,367.52923890997556
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0.0,0.071,4.5,0.0,0.1,0.076,0.0,0.018,2.6,0.5,0.2,0.0,0.0,0.093,0.044,17.5,0.2,1.2,82.0,1.5,150.0,205.0,0.073,1.0,72.6,58.67100000000001,1.1930936919432085,64.59750132092516,0.3408839119837739,10.396959315505102,15.680659951253597,0.12101378875423972,7.669888019634913,310.71568577320994
cottonseed kernels roasted,754,54.1,14.5,10.3,26.9,32.6,0.0,48.6,8.2,0.0,0.073,6.9,0.0,1.1,0.3,0.0,0.4,4.5,0.7,1.2,13.4,0.0,0.0,0.0,149.0,1.8,8.0,655.6,3.2,1192.0,2011.5,0.0,8.9,313.9,150.473,35.953293946422285,21.66501631521934,0.0,32.29815315704479,5.449482631435539,0.04851368684082858,4.585540263037222,539.4323234068571
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0.0,0.036,7.2,0.0,3.2,0.028,0.0,0.3,40.1,8.7,4.8,0.0,0.0,5.8,0.051,67.3,0.9,21.9,921.6,16.8,1978.9,1752.3,0.018,7.1,213.0,132.136,18.617182297027306,44.34824726039838,0.8324756311678878,11.957377247684205,18.768541502694195,0.027244657020039958,5.448931404007992,392.77713870557614
chaptti roti indian bread,491,2.5,2.5,99.9,17.5,0.089,68.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551,77.989,3.2055802741412247,0.1141186577594276,87.70467630050392,8.975624767595429,0.0,0.0,0.0,65.20919616869045
quinoa cooked,222,3.6,0.4,1.0,2.0,39.4,1.6,8.1,5.2,0.0,0.026,132.5,0.0,0.2,0.084,0.0,0.2,0.8,0.0,0.2,0.0,0.0,1.2,0.0,31.5,0.4,2.8,118.4,1.2,281.2,318.2,0.058,2.0,90.6,190.42600000000002,1.8904981462615398,20.690451934084628,0.8402213983384622,4.253620829088464,2.730719544600002,0.013653597723000009,69.5808345499039,116.79077436904623
dar vida swiss original,116,3.1,0.3,17.8,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,86.11111111111111,13.88888888888889,0.0,0.0,0.0,0.0,0.0,830.5555555555555
teff cooked,255,1.6,0.0,0.0,0.0,50.0,0.0,9.8,7.1,0.0,0.053,188.8,0.0,0.5,0.016,0.0,0.056,2.3,0.0,0.2,0.0,0.0,0.0,0.0,123.5,0.6,5.2,126.0,7.2,302.4,269.6,0.0,2.8,197.2,257.353,0.6217141436081958,19.428566987756117,0.0,3.8079991296001996,2.7588565122613686,0.020594281007021483,73.3622689457671,98.54169176189902
couscous dry,650,1.1,0.2,0.2,0.4,134.0,0.0,22.1,8.7,0.0,0.031,14.8,0.0,0.3,0.059,0.0,0.1,6.0,2.2,0.2,0.0,0.0,0.0,0.0,41.5,0.4,1.9,76.1,1.3,294.1,287.2,0.0,1.4,209.3,180.731,0.6086393590474242,74.14334010214075,0.0,12.228118031770975,4.813784021556899,0.01715256375497286,8.188965921728979,350.96358676707376
weetabix weetabix,2078,11.5,396.1,68.9,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
oat bran cooked,88,1.9,0.4,0.6,0.7,25.1,0.0,7.0,5.7,0.0,0.082,184.0,0.0,0.4,0.022,0.0,0.017,0.3,0.5,0.073,0.0,0.0,0.0,0.0,21.9,0.1,1.9,87.6,2.1,260.6,201.5,0.023,1.2,63.5,223.782,0.8490405841399219,11.216272979953706,0.0,3.128044257357607,2.5471217524197654,0.036642804157617684,82.22287762197138,65.01863420650454
buckwheat cooked,155,1.0,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0.0,0.053,127.1,0.0,0.079,0.066,0.0,0.087,1.6,0.6,0.1,0.0,0.0,0.2,0.031,11.8,0.2,1.3,85.7,0.7,117.6,147.8,0.044,1.0,57.8,173.353,0.5768576257693838,19.32473046327436,0.8652864386540757,3.288088466885488,2.5958593159622274,0.030573454165777343,73.31860423528869,95.64299435256385
millet puffed,74,0.7,0.1,0.2,0.4,16.8,0.1,2.7,0.6,0.0,0.076,0.5,0.0,0.072,0.044,0.0,0.099,0.9,0.0,0.08,0.0,0.0,0.1,0.029,1.7,0.1,0.6,22.3,0.0,55.9,8.4,0.084,0.3,23.1,21.476000000000003,3.2594524119947845,78.22685788787483,0.4656360588563978,12.57217358912274,2.7938163531383866,0.35388340473086227,2.3281802942819887,392.53119761594337
popcorn oil popped,64,4.8,0.8,1.1,2.6,5.0,0.027,0.8,0.9,0.0,0.018,0.1,0.0,0.074,0.052,0.0,0.099,0.1,0.1,0.067,0.086,0.0,0.3,0.08,0.4,0.062,0.2,8.7,0.051,21.9,20.0,0.03,0.3,12.109,11.645000000000001,41.2194074710176,42.93688278231,0.231859167024474,6.869901245169601,7.7286389008158,0.15457277801631597,0.8587376556462001,570.2018033490767
kamut cooked,251,1.6,0.0,0.0,0.0,52.4,0.0,11.1,6.7,0.0,0.038,105.6,0.0,0.2,0.017,0.0,0.06,4.7,0.0,0.1,0.0,0.0,0.0,0.0,17.2,0.4,3.5,96.3,2.1,304.4,347.4,0.058,3.0,92.5,177.438,0.9017234188843428,29.531441968462225,0.0,6.255706218510128,3.775966816578186,0.02141593119850314,59.51374564636662,151.2641035178485
wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9.0,24.8,0.0,0.015,5.7,0.0,0.3,0.005,0.0,0.3,7.9,1.3,0.8,0.0,0.0,0.9,0.01,42.3,0.6,6.1,354.4,6.7,587.5,685.6,0.066,4.2,122.1,79.61500000000001,3.140111787979652,46.97607234817559,0.25120894303837216,11.304402436726747,31.14990893675815,0.01884067072787791,7.159454876593606,261.3829052314262
cheese popcorn,58,3.7,0.7,1.1,1.7,5.7,0.0,1.0,1.1,1.2,0.002,0.3,0.09,0.009,0.06,0.076,0.017,0.2,0.089,0.015,0.074,0.0,0.0,0.0,12.4,0.044,0.2,10.0,0.097,39.7,28.7,0.096,0.2,24.284,11.802000000000001,31.350618539230634,48.29689883070666,0.0,8.473140145738009,9.320454160311812,0.01694628029147602,2.5419420437214026,509.23572275885437
raisin bran crunch kelloggs,90,0.5,0.0,0.0,0.0,21.2,9.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,32.6,1.5337423312883436,65.03067484662576,27.60736196319018,5.828220858895705,0.0,0.0,0.0,297.23926380368096
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6.0,2.2,0.0,0.054,113.9,0.0,0.026,0.087,0.0,0.092,1.5,0.6,0.058,0.0,0.0,0.2,0.046,12.6,0.065,0.6,12.6,0.1,34.5,91.1,0.01,0.4,58.2,159.154,0.18849667617527677,22.93376226799201,0.12566445078351784,3.769933523505536,1.3823089586186965,0.033929401711549824,71.56590472121343,108.51125325156767
multigrain cheerios general mills,4,0.005,0.0,0.08,0.095,1.0,0.2,0.038,0.1,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248,1.343,0.37230081906180196,74.46016381236039,14.892032762472079,2.8294862248696946,7.446016381236039,0.0,0.0,312.50930752047657
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0.0,0.049,141.5,0.0,0.1,0.022,0.0,0.017,1.8,0.6,0.2,0.0,0.0,0.051,0.093,18.2,0.1,1.7,58.2,1.1,72.8,123.8,0.026,1.0,67.9,189.749,0.2108048000252966,17.81300560213756,0.1054024000126483,2.9512672003541516,4.321498400518579,0.025823588003098835,74.57219800894866,84.95433441019452
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1.0,1.2,0.0,0.016,0.3,0.0,0.031,0.099,0.0,0.092,0.2,0.097,0.057,0.0,0.0,0.097,0.071,0.6,0.02,0.3,11.5,0.092,28.6,26.3,0.0,0.2,9.7,9.202000000000002,4.346881112801564,67.37665724842424,0.9345794392523362,10.86720278200391,13.040643338404692,0.17387524451206254,3.260160834601173,352.09737013692666
spelt cooked,246,1.6,0.0,0.0,0.0,51.3,0.0,10.7,7.6,0.0,0.041,129.1,0.0,0.2,0.066,0.0,0.087,5.0,0.0,0.2,0.0,0.0,0.5,0.0,19.4,0.4,3.2,95.1,2.1,291.0,277.4,0.042,2.4,93.8,200.34099999999998,0.7986383216615671,25.606341188273994,0.0,5.34089377611173,3.7935320278924434,0.020465106992577656,64.4401295790677,130.976684752497
